subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,11/7/2022,8/16/2021,8/18/2021,Morning Consult,B,16428,rv,.03287781,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80317,160752,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/17/2021,8/19/2021,Morning Consult,B,16120,rv,.03258293,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80318,160753,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/18/2021,8/20/2021,Morning Consult,B,14759,rv,.03140483,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80319,160754,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/19/2021,8/21/2021,Morning Consult,B,14899,rv,.03147497,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80320,160755,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/20/2021,8/22/2021,Morning Consult,B,15545,rv,.03196421,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80321,160756,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/3/2021,9/7/2021,SSRS,C,1838,rv,.85784968,0,45,44,43.684276,42.809532,"","",http://cdn.cnn.com/cnn/2021/images/09/12/rel5c.-.partisanship.pdf,75985,145013,9/12/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,8/21/2021,8/23/2021,Morning Consult,B,17027,rv,.03309854,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80322,160757,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/21/2021,8/24/2021,YouGov,B+,1162,rv,.29265303,0,44,37,43.781726,40.272985,"","",https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention,75743,144517,8/26/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,8/22/2021,8/24/2021,Morning Consult,B,17649,rv,.03352537,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80323,160758,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/23/2021,8/25/2021,Morning Consult,B,17347,rv,.03324345,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80324,160759,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/24/2021,8/26/2021,Morning Consult,B,16973,rv,.03290516,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80325,160760,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/25/2021,8/27/2021,Morning Consult,B,16542,rv,.03251591,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80326,160761,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/26/2021,8/28/2021,Morning Consult,B,15555,rv,.03167477,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80327,160762,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/26/2021,8/29/2021,RMG Research,B-,1200,rv,.34835074,0,40,40,42.013609,41.309648,"","",https://scottrasmussen.com/generic-congressional-ballot-tied-among-registered-voters-however-among-very-motivated-voters-gop-has-5-point-lead/,75820,144615,9/1/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,8/27/2021,8/29/2021,Morning Consult,B,15559,rv,.03162748,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80328,160763,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/28/2021,8/30/2021,Morning Consult,B,16442,rv,.0322822,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80329,160764,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/29/2021,8/31/2021,Morning Consult,B,17884,rv,.03333371,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80330,160765,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/28/2021,8/31/2021,YouGov,B+,1171,rv,.28903307,0,45,38,44.781726,41.272985,"","",https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention,75822,144631,9/1/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,8/30/2021,9/1/2021,Morning Consult,B,17911,rv,.03330209,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80331,160766,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,8/30/2021,9/2/2021,Change Research,B-,1571,lv,1.0207186,0,49,45,47.034293,44.053037,"","",https://changeresearch.com/post/cnbc-change-research-national-poll/,76414,145569,9/22/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,8/31/2021,9/2/2021,Morning Consult,B,17221,rv,.03272904,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80332,160767,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/1/2021,9/3/2021,Morning Consult,B,16115,rv,.03181978,0,43,41,42.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80333,160768,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/2/2021,9/4/2021,Morning Consult,B,15166,rv,.03100643,0,43,41,42.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80334,160769,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/3/2021,9/5/2021,Morning Consult,B,15986,rv,.03161504,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80335,160770,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/1/2021,9/8/2021,Public Opinion Strategies,A-,800,rv,1.1696906,0,42,42,41.716458,42.713071,"","",https://pos.org/wp-content/uploads/2021/09/September-2021-Omni-Generic-Ballot.pdf,75984,145003,9/10/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/4/2021,9/6/2021,Morning Consult,B,17395,rv,.03264861,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80336,160771,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/4/2021,9/8/2021,The Winston Group,A/B,1000,rv,1.2353902,0,46,43,45.167518,42.963342,"","",https://www.winningtheissues.org/wp-content/uploads/2021/09/Winning-the-Issues-September-2021-National-Survey.pdf,76417,145578,9/22/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/4/2021,9/7/2021,YouGov,B+,1158,rv,.2816867,0,43,37,42.781726,40.272985,"","",https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention,75921,144824,9/8/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/5/2021,9/7/2021,Morning Consult,B,18918,rv,.03370921,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80337,160772,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/6/2021,9/8/2021,Morning Consult,B,18645,rv,.03346092,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80338,160773,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/7/2021,9/9/2021,Morning Consult,B,17890,rv,.03286153,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80339,160774,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/8/2021,9/10/2021,Morning Consult,B,17239,rv,.03232532,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80340,160775,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/9/2021,9/11/2021,Morning Consult,B,16623,rv,.03180748,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80341,160776,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/10/2021,9/11/2021,RMG Research,B-,1200,rv,.32175587,0,40,40,42.013609,41.309648,"","",https://scottrasmussen.com/generic-congressional-ballot-gop-40-dems-40/,76098,145014,9/13/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/10/2021,9/12/2021,Morning Consult,B,16763,rv,.03186409,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80342,160777,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/10/2021,9/13/2021,Morning Consult,B,1997,rv,.02108064,0,43,39,42.146218,39.920013,"","",https://assets.morningconsult.com/wp-uploads/2021/09/15071200/2109049_crosstabs_POLITICO_RVs_v1_SH.pdf,76105,145330,9/15/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/11/2021,9/13/2021,Morning Consult,B,17140,rv,.03209876,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80343,160778,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/9/2021,9/14/2021,McLaughlin & Associates,C/D,1000,lv,.36570067,0,46,47,45.377178,44.048764,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2021/09/MA-National-Survey-Release-September-2021.pdf,76285,145350,9/15/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/10/2021,9/13/2021,Quinnipiac University,A-,1079,rv,.92245653,0,47,43,46.508312,42.127048,"","",https://poll.qu.edu/poll-release?releaseid=3819,76281,145321,9/14/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/10/2021,9/13/2021,YouGov,B+,1153,rv,.27636343,0,43,37,42.781726,40.272985,"","",https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention,76286,145356,9/15/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/12/2021,9/14/2021,Morning Consult,B,17140,rv,.03205842,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80344,160779,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/13/2021,9/15/2021,Morning Consult,B,17092,rv,.03198292,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80345,160780,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/14/2021,9/16/2021,Morning Consult,B,16765,rv,.03169451,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80346,160781,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/15/2021,9/17/2021,Morning Consult,B,16175,rv,.03120242,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80347,160782,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/13/2021,9/19/2021,Pew Research Center,B/C,10371,a,1.9956802,0,45,40,45.293141,41.478286,"","",https://docs.google.com/spreadsheets/d/1-BjWhA-McZyEvjDp_kry9WPjK07GHrfw7werH4MeGGs/edit#gid=1390745020,76459,149799,11/12/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/16/2021,9/18/2021,Morning Consult,B,15757,rv,.03083691,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80348,160783,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/17/2021,9/19/2021,Morning Consult,B,15726,rv,.03077229,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80349,160784,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/18/2021,9/20/2021,Morning Consult,B,16482,rv,.0313149,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80350,160785,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/18/2021,9/20/2021,Morning Consult,B,1998,rv,.02089458,0,44,40,43.146218,40.920013,"","",https://assets.morningconsult.com/wp-uploads/2021/09/21221706/2109121_crosstabs_POLITICO_34B_INFRASTRUCTURE_RVs_v1_SH.pdf,76407,145543,9/22/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/18/2021,9/21/2021,YouGov,B+,1281,rv,.28036555,0,52,48,51.781726,51.272985,"","",https://docs.cdn.yougov.com/h4zvi2yb6c/econTabReport.pdf,76410,145558,9/22/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/17/2021,9/23/2021,Echelon Insights,B/C,829,lv,.46383584,0,50,40,47.870569,39.673985,"","",https://echeloninsights.com/in-the-news/september-omnibus-political/,76464,145659,9/24/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/19/2021,9/21/2021,Morning Consult,B,16710,rv,.03145566,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80351,160786,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/20/2021,9/22/2021,Morning Consult,B,16999,rv,.03164062,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80352,160787,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/22/2021,9/22/2021,RMG Research,B-,1200,rv,.31002016,0,41,40,43.013609,41.309648,"","",https://scottrasmussen.com/generic-ballot-republicans-44-democrats-38/,77525,151633,1/10/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/21/2021,9/23/2021,Morning Consult,B,17142,rv,.03171595,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80353,160788,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/22/2021,9/24/2021,Morning Consult,B,16478,rv,.03118525,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80354,160789,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/22/2021,9/24/2021,Lake Research Partners/Emerson College,"",1000,rv,1.1709915,0,45,41,44.362512,41.360694,"","",https://aitogether.org/wp-content/uploads/2021/10/MEMO_9.28.21_AIT.pdf,76608,146066,10/4/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/20/2021,9/26/2021,Marist College,A,1029,rv,1.2256777,0,46,38,44.590646,38.831767,"","",https://maristpoll.marist.edu/wp-content/uploads/2021/09/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_PLCV_202109271420.pdf,76556,145985,9/30/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/16/2021,9/29/2021,Public Religion Research Institute,A/B,2508,a,1.5645046,0,37,29,40.202597,33.927848,"","",https://www.prri.org/research/competing-visions-of-america-an-evolving-identity-or-a-culture-under-attack/,77151,148814,11/1/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/23/2021,9/25/2021,Morning Consult,B,16419,rv,.03110732,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80355,160790,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/24/2021,9/26/2021,Morning Consult,B,17006,rv,.03151392,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80356,160791,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/25/2021,9/27/2021,Morning Consult,B,18392,rv,.03248302,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80357,160792,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/24/2021,9/27/2021,Morning Consult,B,1999,rv,.02074811,0,45,41,44.146218,41.920013,"","",https://assets.morningconsult.com/wp-uploads/2021/09/29071926/2109161_crosstabs_POLITICO_RVs_v1_SH-2.pdf,76468,145864,9/29/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/26/2021,9/28/2021,Morning Consult,B,18617,rv,.03261692,0,44,41,43.146218,41.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80358,160793,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/26/2021,9/28/2021,YouGov,B+,1246,rv,.27006738,0,52,48,51.781726,51.272985,"","",https://docs.cdn.yougov.com/h4zvi2yb6c/econTabReport.pdf,76511,145879,9/29/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,9/27/2021,9/29/2021,Morning Consult,B,17574,rv,.03185005,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80359,160794,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/28/2021,9/30/2021,Morning Consult,B,17060,rv,.03145198,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80360,160795,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/29/2021,10/1/2021,Morning Consult,B,15934,rv,.03058373,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80361,160796,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,9/30/2021,10/2/2021,Morning Consult,B,14969,rv,.0298089,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80362,160797,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/1/2021,10/3/2021,Morning Consult,B,14987,rv,.02980328,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80363,160798,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/2/2021,10/4/2021,Morning Consult,B,15925,rv,.03051527,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80364,160799,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/2/2021,10/4/2021,Morning Consult,B,1998,rv,.02064297,0,43,42,42.146218,42.920013,"","",https://www.politico.com/f/?id=0000017c-5392-d47e-ab7e-dfb2c5590000,76615,146089,10/6/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/1/2021,10/4/2021,YouGov,B+,1640,a,.29385198,0,37,31,36.781726,34.272985,"","",https://docs.cdn.yougov.com/a6ira9rwv9/20211001_yahoo_vaccine_tabs.pdf,76619,146229,10/8/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/1/2021,10/4/2021,Quinnipiac University,A-,1177,rv,.93877108,0,44,47,43.508312,46.127048,"","",https://poll.qu.edu/poll-release?releaseid=3823,76611,146077,10/5/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/3/2021,10/5/2021,YouGov,B+,1261,rv,.26366452,0,43,36,42.781726,39.272985,"","",https://docs.cdn.yougov.com/j46zs8picp/econTabReport.pdf,76617,146112,10/6/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/3/2021,10/5/2021,Morning Consult,B,16542,rv,.03097013,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80365,160800,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/4/2021,10/6/2021,Morning Consult,B,16287,rv,.03076512,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80366,160801,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/5/2021,10/7/2021,Morning Consult,B,15822,rv,.03039746,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80367,160802,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/6/2021,10/8/2021,Morning Consult,B,15507,rv,.03014037,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80368,160803,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/6/2021,10/9/2021,RMG Research,B-,1200,rv,.30388911,0,40,41,42.013609,42.309648,"","",https://scottrasmussen.com/generic-congressional-ballot-gop-42-dems-40/,77147,151632,1/10/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/7/2021,10/9/2021,Morning Consult,B,14959,rv,.02969592,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80369,160804,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/8/2021,10/10/2021,Morning Consult,B,15226,rv,.02989221,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80370,160805,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/8/2021,10/11/2021,Morning Consult,B,1999,rv,.02058175,0,43,41,42.146218,41.920013,"","",https://assets.morningconsult.com/wp-uploads/2021/10/13064013/2110042_crosstabs_POLITICO_RVs_v2_SH.pdf,76754,146309,10/13/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/9/2021,10/11/2021,Morning Consult,B,16018,rv,.03048962,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80371,160806,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/10/2021,10/11/2021,RMG Research,B-,1200,rv,.30411429,0,40,40,42.013609,41.309648,"","",https://scottrasmussen.com/generic-congressional-ballot-gop-42-dems-40/,78245,151631,1/10/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/10/2021,10/12/2021,Morning Consult,B,16484,rv,.03083466,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80372,160807,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/9/2021,10/12/2021,YouGov,B+,1266,rv,.25980711,0,45,37,44.781726,40.272985,"","",https://docs.cdn.yougov.com/h2rgoa7a3x/econTabReport.pdf,76756,146334,10/13/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/11/2021,10/13/2021,RMG Research,B-,1200,rv,.30526732,0,40,41,42.013609,42.309648,"","",https://scottrasmussen.com/generic-ballot-republicans-41-democrats-40/,76823,146435,10/15/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/11/2021,10/13/2021,Morning Consult,B,16304,rv,.03069303,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80373,160808,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/12/2021,10/14/2021,Morning Consult,B,16137,rv,.03056072,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80374,160809,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/12/2021,10/14/2021,Cor Services,"",508,lv,.53026165,0,39,49,40.375288,48.609111,"","",https://excellenceinpolling.com/public_poll/2021-national-3rd-quarter-tracking-poll/,76924,154159,3/26/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/13/2021,10/15/2021,Morning Consult,B,15433,rv,.03000598,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80375,160810,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/14/2021,10/16/2021,Morning Consult,B,15534,rv,.03006964,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80376,160811,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/14/2021,10/18/2021,McLaughlin & Associates,C/D,1000,lv,.35103428,0,47,48,46.377178,45.048764,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2021/10/National-Monthly-October-Release.pdf,76905,146595,10/20/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/14/2021,10/17/2021,Hart Research Associates/Public Opinion Strategies,B+,800,a,.75107165,0,43,41,42.250296,40.014756,"","",https://www.cnbc.com/video/2021/10/21/cnbcs-all-america-economic-survey-bidens-approval-rating-plummets.html,76912,146638,10/21/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/15/2021,10/17/2021,Morning Consult,B,15542,rv,.0300607,0,43,43,42.146218,43.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80377,160812,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/16/2021,10/18/2021,Morning Consult,B,16207,rv,.03055316,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80378,160813,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/16/2021,10/18/2021,Morning Consult,B,1998,rv,.02052399,0,45,40,44.146218,40.920013,"","",https://assets.morningconsult.com/wp-uploads/2021/10/20054637/2110084_crosstabs_POLITICO_RVs_v1_SH.pdf,76896,146560,10/20/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/15/2021,10/19/2021,Echelon Insights,B/C,915,lv,.43239964,0,46,45,43.870569,44.673985,"","",https://echeloninsights.com/in-the-news/october-omnibus-political/,76908,146617,10/20/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/16/2021,10/19/2021,YouGov,B+,1268,rv,.25589914,0,42,37,41.781726,40.272985,"","",https://docs.cdn.yougov.com/mzvq4c7ty8/econTabReport.pdf,76904,146584,10/20/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/17/2021,10/19/2021,Morning Consult,B,16309,rv,.03062246,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80379,160814,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/18/2021,10/20/2021,Morning Consult,B,15720,rv,.03016816,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80380,160815,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/18/2021,10/22/2021,Marist College,A,1032,rv,1.1747658,0,44,41,42.590646,41.831767,"","",https://maristpoll.marist.edu/polls/npr-pbs-newshour-marist-national-poll-trust-in-elections-threat-to-democracy-biden-approval-november-2021/,77150,148810,11/1/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/19/2021,10/21/2021,Morning Consult,B,15647,rv,.03010508,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80381,160816,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/19/2021,10/21/2021,YouGov,B+,1704,a,.28700581,0,37,32,36.781726,35.272985,"","",https://docs.cdn.yougov.com/4i6a6olite/20211021_yahoo_vaccine_tabs.pdf,77029,146803,10/25/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/20/2021,10/22/2021,Morning Consult,B,14883,rv,.02949798,0,44,42,43.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80382,160817,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/21/2021,10/23/2021,Morning Consult,B,15561,rv,.03001728,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80383,160818,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/22/2021,10/24/2021,Morning Consult,B,16426,rv,.03066246,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80384,160819,9/8/2022,18:59:21  7 Nov 2022
All polls,11/7/2022,10/20/2021,10/26/2021,Echelon Insights,B/C,1600,rv,.53219681,0,43,43,40.870569,42.673985,"","",https://electioninnovation.org/research/nov-2021-election-integrity-survey/data/,77741,150159,11/18/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/22/2021,10/24/2021,Morning Consult,B,1999,rv,.02049122,0,44,42,43.146218,42.920013,"","",https://assets.morningconsult.com/wp-uploads/2021/10/27074729/2110134_crosstabs_POLITICO_RVs_v2_SH.pdf,77048,148597,10/27/2021,18:59:21  7 Nov 2022
All polls,11/7/2022,10/23/2021,10/25/2021,Morning Consult,B,17571,rv,.03149728,0,43,42,42.146218,42.920013,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,80385,160820,9/8/2022,18:59:21  7 Nov 2022
